company,field,expected_values,field_value_score,field_value_present,arm,model_name,question_number
Duckyang,Category,Tier 2/3,0.0,False,direct_context,kb_only,13
Duckyang,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,13
Duckyang,Primary OEMs,Hyundai Kia Rivian,0.333,False,direct_context,kb_only,13
Enchem America Inc.,Category,Tier 2/3,0.0,False,direct_context,kb_only,13
Enchem America Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,13
Enchem America Inc.,Primary OEMs,Hyundai Kia Rivian,0.333,False,direct_context,kb_only,13
GSC Steel Stamping LLC,Category,Tier 2/3,0.0,False,direct_context,kb_only,13
GSC Steel Stamping LLC,EV Supply Chain Role,Power Electronics,0.0,False,direct_context,kb_only,13
GSC Steel Stamping LLC,Primary OEMs,Hyundai Kia Rivian,0.333,False,direct_context,kb_only,13
Hyundai Transys Georgia Powertrain,Category,Tier 1/2,0.0,False,direct_context,kb_only,13
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,13
Hyundai Transys Georgia Powertrain,Primary OEMs,Hyundai Kia Rivian,0.333,False,direct_context,kb_only,13
Racemark International LLC,Category,Tier 1,0.0,False,direct_context,kb_only,13
Racemark International LLC,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,13
Racemark International LLC,Primary OEMs,Hyundai Kia Rivian,0.333,False,direct_context,kb_only,13
Suzuki Manufacturing of America Corp.,Category,OEM,1.0,True,direct_context,kb_only,13
Suzuki Manufacturing of America Corp.,EV Supply Chain Role,Vehicle Assembly,1.0,True,direct_context,kb_only,13
Suzuki Manufacturing of America Corp.,Primary OEMs,Rivian Automotive,0.5,False,direct_context,kb_only,13
WIKA USA,EV Supply Chain Role,HV and LV wiring harnesses for EVs and ICE vehicles,0.5,False,direct_context,kb_only,14
Woodbridge Foam Corp.,EV Supply Chain Role,EV wiring harnesses and power distribution,0.8,True,direct_context,kb_only,14
Duckyang,Product / Service,High-quality electrodeposited (ED) copper foil for electric vehicles,0.25,False,direct_context,kb_only,16
GSC Steel Stamping LLC,Category,Tier 2/3,1.0,True,direct_context,kb_only,18
GSC Steel Stamping LLC,Product / Service,"Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*",0.0,False,direct_context,kb_only,18
Hyundai MOBIS (Georgia),Category,Tier 1/2,1.0,True,direct_context,kb_only,18
Hyundai MOBIS (Georgia),Product / Service,"Capacitors, electronic automotive components",0.5,False,direct_context,kb_only,18
Hyundai Transys Georgia Seating Systems,Category,Tier 1/2,1.0,True,direct_context,kb_only,18
Hyundai Transys Georgia Seating Systems,Product / Service,"Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts",0.222,False,direct_context,kb_only,18
Yazaki North America,Category,OEM Footprint,0.5,False,direct_context,kb_only,18
Yazaki North America,Product / Service,"Automotive supplier division (mobility solutions: ADAS, powertrain, electronics)",0.25,False,direct_context,kb_only,18
ZF Gainesville LLC,Category,OEM Supply Chain; OEM Supply Chain; OEM Footprint,1.0,True,direct_context,kb_only,18
ZF Gainesville LLC,Product / Service,"Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive); Automotive supplier footprint (electrification, thermal, powertrain, ADAS components); Automotive supplier (thermal systems, electrification, ADAS, lighting)",0.375,False,direct_context,kb_only,18
Archer Aviation Inc.,Category,Tier 2/3,1.0,True,direct_context,kb_only,19
Archer Aviation Inc.,Product / Service,Powder coatings for automotive and other industries,0.429,False,direct_context,kb_only,19
F&P Georgia Manufacturing,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
F&P Georgia Manufacturing,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,20
F&P Georgia Manufacturing,Product / Service,Lithium-ion battery recycler and raw materials provider,0.125,False,direct_context,kb_only,20
F&P Georgia Manufacturing,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
Hitachi Astemo Americas Inc.,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
Hitachi Astemo Americas Inc.,EV Supply Chain Role,Battery Cell,1.0,True,direct_context,kb_only,20
Hitachi Astemo Americas Inc.,Product / Service,Battery cells for electric mobility,1.0,True,direct_context,kb_only,20
Hitachi Astemo Americas Inc.,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
Hollingsworth & Vose Co.,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
Hollingsworth & Vose Co.,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,20
Hollingsworth & Vose Co.,Product / Service,Lithium-ion battery materials,0.25,False,direct_context,kb_only,20
Hollingsworth & Vose Co.,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
Honda Development & Manufacturing,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
Honda Development & Manufacturing,EV Supply Chain Role,Battery Cell,1.0,True,direct_context,kb_only,20
Honda Development & Manufacturing,Product / Service,Battery cells for electric mobility,1.0,True,direct_context,kb_only,20
Honda Development & Manufacturing,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
Hyundai Motor Group,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
Hyundai Motor Group,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,20
Hyundai Motor Group,Product / Service,Battery parts for electric vehicles,0.6,True,direct_context,kb_only,20
Hyundai Motor Group,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
IMMI,Category,Tier 1/2,0.0,False,direct_context,kb_only,20
IMMI,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,20
IMMI,Product / Service,Battery electrolyte,0.5,False,direct_context,kb_only,20
IMMI,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,20
ACM Georgia LLC,Category,Tier 2/3,0.0,False,direct_context,kb_only,21
ACM Georgia LLC,Product / Service,Automotive floor mats made of purchased wire,0.167,False,direct_context,kb_only,21
ACM Georgia LLC,Employment,400,0.0,False,direct_context,kb_only,21
ACM Georgia LLC,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,21
AVS,Category,Tier 2/3,0.0,False,direct_context,kb_only,21
AVS,Product / Service,"Tires for light trucks, SUVs and commercial vehicles",0.25,False,direct_context,kb_only,21
AVS,Employment,310,0.0,False,direct_context,kb_only,21
AVS,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,21
Arising Industries Inc.,Category,Tier 2/3; Tier 2/3,0.0,False,direct_context,kb_only,21
Arising Industries Inc.,Product / Service,Automotive and aircraft tires; Rubber powders for tires,0.5,False,direct_context,kb_only,21
Arising Industries Inc.,Employment,582; 70,0.0,False,direct_context,kb_only,21
Arising Industries Inc.,EV Supply Chain Role,General Automotive; General Automotive,0.5,False,direct_context,kb_only,21
Dinex Emissions Inc.,Category,Tier 2/3,0.0,False,direct_context,kb_only,21
Dinex Emissions Inc.,Product / Service,Aluminum sheet for automotive bodies,0.2,False,direct_context,kb_only,21
Dinex Emissions Inc.,Employment,500,0.0,False,direct_context,kb_only,21
Dinex Emissions Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,21
FOX Factory,Category,Tier 2/3,0.0,False,direct_context,kb_only,21
FOX Factory,Product / Service,Chrome plated automotive parts,0.25,False,direct_context,kb_only,21
FOX Factory,Employment,345,0.0,False,direct_context,kb_only,21
FOX Factory,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,21
Archer Aviation Inc.,Category,Tier 2/3,1.0,True,direct_context,kb_only,22
Archer Aviation Inc.,Product / Service,Powder coatings for automotive and other industries,0.429,False,direct_context,kb_only,22
Archer Aviation Inc.,Industry Group,Chemicals and Allied Products,0.25,False,direct_context,kb_only,22
Arising Industries Inc.,Category,Tier 2/3; Tier 2/3,1.0,True,direct_context,kb_only,22
Arising Industries Inc.,Product / Service,Automotive and aircraft tires; Rubber powders for tires,0.5,False,direct_context,kb_only,22
Arising Industries Inc.,Industry Group,Rubber and Miscellaneous Plastic Products; Chemicals and Allied Products,0.25,False,direct_context,kb_only,22
GSC Steel Stamping LLC,EV Supply Chain Role,Power Electronics,0.0,False,direct_context,kb_only,23
Morgan Corp.,EV Supply Chain Role,Charging Infrastructure,0.0,False,direct_context,kb_only,23
TI Fluid Systems,EV Supply Chain Role,Vehicle safety systems OEM (EV + ICE); OEM corporate footprint influencing EV strategy,0.0,False,direct_context,kb_only,23
TN Americas Holding Inc.,EV Supply Chain Role,OEM parent group footprint (EV + HD electrification),0.0,False,direct_context,kb_only,23
Tie Down Engineering,EV Supply Chain Role,OEM corporate and engineering footprint (electrification),0.0,False,direct_context,kb_only,23
Toyota Industries Group (TACG-TICA),EV Supply Chain Role,OEM parent group footprint (electric truck strategy),0.0,False,direct_context,kb_only,23
Trenton Pressing,EV Supply Chain Role,OEM corporate footprint and supplier integration,0.0,False,direct_context,kb_only,23
Trenton Pressing Inc.,EV Supply Chain Role,Machined components supporting EV and ICE vehicles,0.0,False,direct_context,kb_only,23
Valeo,EV Supply Chain Role,Tier 1 automotive components,0.0,False,direct_context,kb_only,23
Vanguard National Trailer Corp.,EV Supply Chain Role,Body and chassis components for EV and ICE OEMs,0.0,False,direct_context,kb_only,23
Vernay,EV Supply Chain Role,Stamped and welded assemblies for OEMs,0.0,False,direct_context,kb_only,23
Vista Metals Corp.,EV Supply Chain Role,EV and ICE component manufacturing,0.0,False,direct_context,kb_only,23
Voestalpine Automotive Body Parts Inc.,EV Supply Chain Role,EV and ICE powertrain and HVAC components,0.0,False,direct_context,kb_only,23
Volvo Cars USA,EV Supply Chain Role,Plastic components for EV and ICE vehicles,0.0,False,direct_context,kb_only,23
Volvo Group North America,EV Supply Chain Role,Stamped metal components for OEMs,0.0,False,direct_context,kb_only,23
WIKA USA,EV Supply Chain Role,HV and LV wiring harnesses for EVs and ICE vehicles,0.0,False,direct_context,kb_only,23
Wabash National Corp.,EV Supply Chain Role,Interior and exterior plastic parts,0.0,False,direct_context,kb_only,23
Wheelabrator Group Inc.,EV Supply Chain Role,Interior trim and textile components,0.0,False,direct_context,kb_only,23
Woodbridge Foam Corp.,EV Supply Chain Role,EV wiring harnesses and power distribution,0.0,False,direct_context,kb_only,23
Woory Industrial Co.,EV Supply Chain Role,High‑voltage EV connectors and electronics,0.0,False,direct_context,kb_only,23
YKK USA Inc.,EV Supply Chain Role,"EV sensors, braking, and control systems",0.0,False,direct_context,kb_only,23
Yachiyo Manufacturing of America LLC,EV Supply Chain Role,EV electrical distribution and interior systems,0.0,False,direct_context,kb_only,23
Yamaha Motor Manufacturing Corp.,EV Supply Chain Role,Advanced electrical architecture for EVs,0.0,False,direct_context,kb_only,23
Yazaki North America,EV Supply Chain Role,"Power electronics, sensors, and EV systems",0.0,False,direct_context,kb_only,23
ZF Gainesville LLC,EV Supply Chain Role,"EV body, powertrain, and thermal components; EV thermal management and power electronics; EV thermal systems and electronics",0.0,False,direct_context,kb_only,23
F&P Georgia Manufacturing,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,24
F&P Georgia Manufacturing,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
Hitachi Astemo Americas Inc.,EV Supply Chain Role,Battery Cell,0.5,False,direct_context,kb_only,24
Hitachi Astemo Americas Inc.,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
Hollingsworth & Vose Co.,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,24
Hollingsworth & Vose Co.,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
Honda Development & Manufacturing,EV Supply Chain Role,Battery Cell,0.5,False,direct_context,kb_only,24
Honda Development & Manufacturing,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
Hyundai Motor Group,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,24
Hyundai Motor Group,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
IMMI,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,24
IMMI,Primary OEMs,Hyundai Kia,0.5,False,direct_context,kb_only,24
Enchem America Inc.,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,kb_only,25
Enchem America Inc.,Employment,155,0.0,False,direct_context,kb_only,25
Enchem America Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,25
F&P Georgia Manufacturing,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,25
F&P Georgia Manufacturing,Employment,104,0.0,False,direct_context,kb_only,25
F&P Georgia Manufacturing,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,25
Hyundai Motor Group,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,25
Hyundai Motor Group,Employment,164,0.0,False,direct_context,kb_only,25
Hyundai Motor Group,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,25
Hyundai Transys Georgia Powertrain,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,kb_only,25
Hyundai Transys Georgia Powertrain,Employment,130,0.0,False,direct_context,kb_only,25
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,25
IMMI,Primary OEMs,Hyundai Kia,0.0,False,direct_context,kb_only,25
IMMI,Employment,100,0.0,False,direct_context,kb_only,25
IMMI,EV Supply Chain Role,Battery Pack,0.5,False,direct_context,kb_only,25
Racemark International LLC,Primary OEMs,Hyundai Kia Rivian,0.0,False,direct_context,kb_only,25
Racemark International LLC,Employment,120,0.0,False,direct_context,kb_only,25
Racemark International LLC,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,25
Duckyang,Category,Tier 2/3,1.0,True,direct_context,kb_only,26
Duckyang,EV / Battery Relevant,Yes,0.0,False,direct_context,kb_only,26
Duckyang,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,26
Enchem America Inc.,Category,Tier 2/3,1.0,True,direct_context,kb_only,26
Enchem America Inc.,EV / Battery Relevant,Yes,0.0,False,direct_context,kb_only,26
Enchem America Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,26
Fouts Brothers Fire Equipment,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Fouts Brothers Fire Equipment,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Fouts Brothers Fire Equipment,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hitachi Astemo,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hitachi Astemo,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hitachi Astemo,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hwashin,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hwashin,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hwashin,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hyundai & LG Energy Solution (LGES),Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hyundai & LG Energy Solution (LGES),Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hyundai & LG Energy Solution (LGES),EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hyundai Industrial Co.,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hyundai Industrial Co.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hyundai Industrial Co.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hyundai MOBIS (Georgia),Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hyundai MOBIS (Georgia),Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hyundai MOBIS (Georgia),EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Hyundai Transys Georgia Seating Systems,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Hyundai Transys Georgia Seating Systems,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Hyundai Transys Georgia Seating Systems,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
IMS Gear Georgia Inc.,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
IMS Gear Georgia Inc.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
IMS Gear Georgia Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Inalfa Roof Systems Inc.,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Inalfa Roof Systems Inc.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Inalfa Roof Systems Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
JAC Products Inc.,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
JAC Products Inc.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
JAC Products Inc.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Jefferson Southern Corp.,Category,Tier 1/2,1.0,True,direct_context,kb_only,27
Jefferson Southern Corp.,Primary OEMs,Multiple OEMs,1.0,True,direct_context,kb_only,27
Jefferson Southern Corp.,EV Supply Chain Role,General Automotive,1.0,True,direct_context,kb_only,27
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,1.0,True,direct_context,kb_only,28
Freudenberg-NOK,Product / Service,"Brake components; Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive",0.5,False,direct_context,kb_only,28
Freudenberg-NOK,Employment,175; 160,0.0,False,direct_context,kb_only,28
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,28
Hyundai Transys Georgia Powertrain,Product / Service,"Electrical heaters, control units, and actuators",0.333,False,direct_context,kb_only,28
Hyundai Transys Georgia Powertrain,Employment,130,0.0,False,direct_context,kb_only,28
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,28
Peerless-Winsmith Inc.,Product / Service,Thermal solutions,0.0,False,direct_context,kb_only,28
Peerless-Winsmith Inc.,Employment,160,0.0,False,direct_context,kb_only,28
TI Fluid Systems,Category,OEM; OEM (Footprint),1.0,True,direct_context,kb_only,29
TI Fluid Systems,EV / Battery Relevant,Yes; Yes,1.0,True,direct_context,kb_only,29
TN Americas Holding Inc.,Category,OEM (Footprint),0.0,False,direct_context,kb_only,29
TN Americas Holding Inc.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Tie Down Engineering,Category,OEM (Footprint),0.0,False,direct_context,kb_only,29
Tie Down Engineering,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Toyota Industries Group (TACG-TICA),Category,OEM (Footprint),0.0,False,direct_context,kb_only,29
Toyota Industries Group (TACG-TICA),EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Trenton Pressing,Category,OEM (Footprint),0.0,False,direct_context,kb_only,29
Trenton Pressing,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Trenton Pressing Inc.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Trenton Pressing Inc.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Valeo,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Valeo,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Vanguard National Trailer Corp.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Vanguard National Trailer Corp.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Vernay,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Vernay,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Vista Metals Corp.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Vista Metals Corp.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Voestalpine Automotive Body Parts Inc.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Voestalpine Automotive Body Parts Inc.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Volvo Cars USA,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Volvo Cars USA,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Volvo Group North America,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Volvo Group North America,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
WIKA USA,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
WIKA USA,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Wabash National Corp.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Wabash National Corp.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Wheelabrator Group Inc.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Wheelabrator Group Inc.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Woodbridge Foam Corp.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Woodbridge Foam Corp.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Woory Industrial Co.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Woory Industrial Co.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
YKK USA Inc.,Category,OEM Footprint,0.0,False,direct_context,kb_only,29
YKK USA Inc.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Yachiyo Manufacturing of America LLC,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Yachiyo Manufacturing of America LLC,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Yamaha Motor Manufacturing Corp.,Category,OEM Supply Chain,0.667,True,direct_context,kb_only,29
Yamaha Motor Manufacturing Corp.,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
Yazaki North America,Category,OEM Footprint,0.0,False,direct_context,kb_only,29
Yazaki North America,EV / Battery Relevant,Yes,1.0,True,direct_context,kb_only,29
ZF Gainesville LLC,Category,OEM Supply Chain; OEM Supply Chain; OEM Footprint,0.667,True,direct_context,kb_only,29
ZF Gainesville LLC,EV / Battery Relevant,Yes; Yes; Yes,1.0,True,direct_context,kb_only,29
ACM Georgia LLC,Employment,400,0.0,False,direct_context,kb_only,30
Arising Industries Inc.,Employment,582; 70,0.0,False,direct_context,kb_only,30
Dinex Emissions Inc.,Employment,500,0.0,False,direct_context,kb_only,30
Fouts Brothers Fire Equipment,Employment,630,0.0,False,direct_context,kb_only,30
JTEKT North America Corp.,Employment,860,0.0,False,direct_context,kb_only,30
Kautex Inc.,Employment,800,0.0,False,direct_context,kb_only,30
Lark United Manufacturing Inc.,Employment,700,0.0,False,direct_context,kb_only,30
Lund International Inc.,Employment,500,0.0,False,direct_context,kb_only,30
Mack Trucks,Employment,500,0.0,False,direct_context,kb_only,30
Mando America Corp.,Employment,460,0.0,False,direct_context,kb_only,30
Bridgestone Bandag,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Bridgestone Bandag,Product / Service,Composite materials and specialty polymers for automotive components,0.125,False,direct_context,kb_only,31
Bridgestone Bandag,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Bridgestone Bandag,EV Supply Chain Role,Materials,0.0,False,direct_context,kb_only,31
Dinex Emissions Inc.,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Dinex Emissions Inc.,Product / Service,Aluminum sheet for automotive bodies,0.2,False,direct_context,kb_only,31
Dinex Emissions Inc.,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Dinex Emissions Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
Down 2 Earth Trailers,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Down 2 Earth Trailers,Product / Service,Standard and custom aluminum-lithium products for automotive customers,0.111,False,direct_context,kb_only,31
Down 2 Earth Trailers,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Down 2 Earth Trailers,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
Eaton Corp.,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Eaton Corp.,Product / Service,Aluminum products for various markets including automotive market,0.125,False,direct_context,kb_only,31
Eaton Corp.,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Eaton Corp.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
Ecoplastic America Corporation,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Ecoplastic America Corporation,Product / Service,Aluminum sheet for automotive bodies,0.2,False,direct_context,kb_only,31
Ecoplastic America Corporation,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Ecoplastic America Corporation,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
Erdrich USA Inc.,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Erdrich USA Inc.,Product / Service,Aluminum sheet for automotive bodies,0.2,False,direct_context,kb_only,31
Erdrich USA Inc.,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Erdrich USA Inc.,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
Global Powertrain Systems LLC,Category,Tier 2/3,0.0,False,direct_context,kb_only,31
Global Powertrain Systems LLC,Product / Service,"Motor vehicle brake systems and parts Fabricates metal products, including coated coils, metal wall and roof systems and aluminum recreational vehicle doors",0.045,False,direct_context,kb_only,31
Global Powertrain Systems LLC,EV / Battery Relevant,Indirect,1.0,True,direct_context,kb_only,31
Global Powertrain Systems LLC,EV Supply Chain Role,General Automotive,0.5,False,direct_context,kb_only,31
GSC Steel Stamping LLC,Product / Service,"Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*",0.0,False,direct_context,kb_only,32
TCI Powder Coatings,Employment,3000,0.0,False,direct_context,kb_only,33
TCI Powder Coatings,EV / Battery Relevant,Indirect,0.0,False,direct_context,kb_only,33
Teklas USA,Employment,1800,0.0,False,direct_context,kb_only,33
Teklas USA,EV / Battery Relevant,Indirect,0.0,False,direct_context,kb_only,33
Textron Specialized Vehicles,Employment,1100,0.0,False,direct_context,kb_only,33
Textron Specialized Vehicles,EV / Battery Relevant,Indirect,0.0,False,direct_context,kb_only,33
Freudenberg-NOK,Employment,175; 160,0.0,False,direct_context,kb_only,34
Novelis Inc.,Employment,260; 205; 200,0.0,False,direct_context,kb_only,34
Peerless-Winsmith Inc.,Employment,160,0.0,False,direct_context,kb_only,34
ZF Gainesville LLC,Employment,170000; 17500; 106100,0.0,False,direct_context,kb_only,34
Freudenberg-NOK,EV Supply Chain Role,General Automotive; Thermal Management,0.5,False,direct_context,kb_only,35
Freudenberg-NOK,Product / Service,"Brake components; Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive",0.154,False,direct_context,kb_only,35
Freudenberg-NOK,Primary Facility Type,Manufacturing Plant; Manufacturing Plant,1.0,True,direct_context,kb_only,35
Hyundai Transys Georgia Powertrain,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,35
Hyundai Transys Georgia Powertrain,Product / Service,"Electrical heaters, control units, and actuators",0.0,False,direct_context,kb_only,35
Hyundai Transys Georgia Powertrain,Primary Facility Type,Manufacturing Plant,1.0,True,direct_context,kb_only,35
Novelis Inc.,EV Supply Chain Role,General Automotive; General Automotive; Thermal Management,0.5,False,direct_context,kb_only,35
Novelis Inc.,Product / Service,"Motor vehicle transmissions; Seat, interior, and precision metal stamping; Acoustic and thermally effective automotive components",0.333,False,direct_context,kb_only,35
Novelis Inc.,Primary Facility Type,Manufacturing Plant; Manufacturing Plant; Manufacturing Plant,1.0,True,direct_context,kb_only,35
Peerless-Winsmith Inc.,EV Supply Chain Role,Thermal Management,0.0,False,direct_context,kb_only,35
